id,name,platform,year,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,release_date,anio,mes_num,nombre_mes,dia
5592,NCAA Basketball 10,x360,2009,sports,electronic arts,0.3,0.0,0.0,0.02,0.32,2009-07-14 00:00:00,2009,7,july,14
5593,Dead or Alive 5,x360,2012,fighting,ubisoft annecy,0.19,0.08,0.03,0.02,0.32,2012-04-27 00:00:00,2012,4,april,27
5594,Shin Megami Tensei: Devil Survivor 2,ds,2011,role-playing,ghostlight,0.17,0.01,0.12,0.01,0.32,2011-10-02 00:00:00,2011,10,october,2
5595,NHL Breakaway 98,n64,1998,sports,acclaim entertainment,0.3,0.02,0.0,0.0,0.32,1998-06-29 00:00:00,1998,6,june,29
5596,Momotarou Dentetsu 20-Shuunen,ds,2008,misc,hudson soft,0.0,0.0,0.32,0.0,0.32,2008-06-17 00:00:00,2008,6,june,17
5597,LEGO Marvel's Avengers,xone,2016,action,warner bros. interactive entertainment,0.18,0.11,0.0,0.03,0.32,2016-04-04 00:00:00,2016,4,april,4
5598,Tekken 6,psp,2009,fighting,namco bandai games,0.15,0.04,0.1,0.03,0.32,2009-01-10 00:00:00,2009,1,january,10
5599,Kinetica,ps2,2001,racing,sony computer entertainment,0.16,0.12,0.0,0.04,0.32,2001-02-20 00:00:00,2001,2,february,20
5600,Beautiful Katamari,x360,2007,puzzle,namco bandai games,0.14,0.02,0.15,0.02,0.32,2007-06-11 00:00:00,2007,6,june,11
5601,Bust-A-Move '99,ps,1997,puzzle,acclaim entertainment,0.18,0.12,0.0,0.02,0.32,1997-10-18 00:00:00,1997,10,october,18
5602,NBA Street V3,xb,2005,sports,electronic arts,0.28,0.03,0.0,0.01,0.32,2005-09-29 00:00:00,2005,9,september,29
5603,Overlord II,ps3,2009,action,codemasters,0.11,0.15,0.0,0.06,0.32,2009-05-05 00:00:00,2009,5,may,5
5604,Dragon Quest Monsters 1·2,ps,2002,role-playing,enix corporation,0.0,0.0,0.3,0.02,0.32,2002-02-14 00:00:00,2002,2,february,14
5605,Army of Two: The 40th Day,psp,2010,shooter,electronic arts,0.12,0.13,0.0,0.08,0.32,2010-09-25 00:00:00,2010,9,september,25
5606,Ben 10 Ultimate Alien: Cosmic Destruction,ds,2010,platform,d3publisher,0.22,0.08,0.0,0.03,0.32,2010-05-02 00:00:00,2010,5,may,2
5607,Bigfoot: Collision Course,wii,2008,racing,zoo digital publishing,0.3,0.0,0.0,0.02,0.32,2008-09-15 00:00:00,2008,9,september,15
5608,Batman: Arkham Asylum,pc,2009,action,eidos interactive,0.0,0.27,0.0,0.05,0.32,2009-02-23 00:00:00,2009,2,february,23
5609,Crash of the Titans,x360,2007,action,vivendi games,0.27,0.02,0.0,0.03,0.32,2007-03-21 00:00:00,2007,3,march,21
5610,The Legend of Spyro: Dawn of the Dragon,x360,2008,platform,vivendi games,0.16,0.13,0.0,0.03,0.32,2008-03-06 00:00:00,2008,3,march,6
5611,Prey,x360,2006,shooter,take-two interactive,0.27,0.03,0.0,0.03,0.32,2006-06-25 00:00:00,2006,6,june,25
5612,Birthday Party Bash,wii,2009,misc,take-two interactive,0.3,0.0,0.0,0.02,0.32,2009-02-17 00:00:00,2009,2,february,17
5613,OverBlood,ps,1996,action,electronic arts,0.05,0.04,0.21,0.02,0.32,1996-03-10 00:00:00,1996,3,march,10
5614,ESPN X-Games Pro Boarder,ps,1997,sports,sony computer entertainment,0.18,0.12,0.0,0.02,0.32,1997-07-16 00:00:00,1997,7,july,16
5615,Murdered: Soul Suspect,ps4,2014,action,square enix,0.09,0.16,0.02,0.05,0.32,2014-02-25 00:00:00,2014,2,february,25
5616,Tony Hawk's American Wasteland,x360,2005,sports,activision,0.28,0.02,0.0,0.03,0.32,2005-08-15 00:00:00,2005,8,august,15
5617,Harvest Moon: Back to Nature,ps,1999,simulation,ubisoft,0.11,0.07,0.12,0.02,0.32,1999-06-27 00:00:00,1999,6,june,27
5618,Sniper Elite 3,x360,2014,shooter,505 games,0.16,0.14,0.0,0.03,0.32,2014-05-06 00:00:00,2014,5,may,6
5619,Naruto: Ultimate Ninja (JP sales),ps2,2003,fighting,atari,0.0,0.0,0.32,0.0,0.32,2003-02-24 00:00:00,2003,2,february,24
5621,The Settlers 7: Paths to a Kingdom,pc,2010,strategy,ubisoft,0.0,0.26,0.0,0.06,0.32,2010-08-23 00:00:00,2010,8,august,23
5622,"Go, Diego, Go!: Great Dinosaur Rescue",ps2,2008,action,take-two interactive,0.16,0.12,0.0,0.04,0.32,2008-08-11 00:00:00,2008,8,august,11
5623,TrackMania Turbo,ps4,2016,action,ubisoft,0.03,0.24,0.0,0.05,0.32,2016-07-23 00:00:00,2016,7,july,23
5624,The Biggest Loser,ds,2009,sports,thq,0.18,0.11,0.0,0.03,0.32,2009-11-05 00:00:00,2009,11,november,5
5625,Minute to Win It,x360,2011,misc,zoo games,0.3,0.0,0.0,0.02,0.32,2011-02-03 00:00:00,2011,2,february,3
5626,Darkwatch,ps2,2005,shooter,ubisoft,0.16,0.12,0.0,0.04,0.32,2005-08-05 00:00:00,2005,8,august,5
5628,Dance Dance Revolution Universe,x360,2007,simulation,konami digital entertainment,0.3,0.0,0.0,0.02,0.32,2007-06-09 00:00:00,2007,6,june,9
5629,SimAnimals,wii,2009,simulation,electronic arts,0.15,0.14,0.0,0.03,0.32,2009-08-18 00:00:00,2009,8,august,18
5630,Prince of Persia: The Sands of Time,gc,2003,action,ubisoft,0.25,0.06,0.0,0.01,0.32,2003-11-25 00:00:00,2003,11,november,25
5631,Sky Odyssey,ps2,2000,simulation,sony computer entertainment,0.16,0.12,0.0,0.04,0.32,2000-04-04 00:00:00,2000,4,april,4
5632,Nagano Winter Olympics 98,n64,1997,sports,konami digital entertainment,0.15,0.04,0.13,0.0,0.32,1997-03-14 00:00:00,1997,3,march,14
5633,Rayman 2: The Great Escape,ps,2000,platform,ubisoft,0.18,0.12,0.0,0.02,0.32,2000-10-14 00:00:00,2000,10,october,14
5634,Kirby's Block Ball,gb,1995,puzzle,nintendo,0.0,0.0,0.32,0.0,0.32,1995-08-03 00:00:00,1995,8,august,3
5635,DiRT Rally,ps4,2016,racing,codemasters,0.03,0.24,0.0,0.05,0.32,2016-02-17 00:00:00,2016,2,february,17
5636,Fortress,gba,2001,action,majesco entertainment,0.23,0.08,0.0,0.01,0.32,2001-01-05 00:00:00,2001,1,january,5
5637,FIFA 2001 Major League Soccer,ps,2000,sports,electronic arts,0.18,0.12,0.0,0.02,0.32,2000-10-02 00:00:00,2000,10,october,2
5638,Peppa Pig: Theme Park Fun,ds,2011,misc,p2 games,0.0,0.28,0.0,0.04,0.32,2011-01-30 00:00:00,2011,1,january,30
5639,Rally Cross,ps,1997,racing,sony computer entertainment,0.18,0.12,0.0,0.02,0.32,1997-05-09 00:00:00,1997,5,may,9
5640,My Horse & Me,wii,2007,sports,atari,0.27,0.02,0.0,0.03,0.32,2007-12-25 00:00:00,2007,12,december,25
5641,Frogger's Adventures: The Rescue,ps2,2003,platform,konami digital entertainment,0.16,0.12,0.0,0.04,0.32,2003-09-05 00:00:00,2003,9,september,5
5642,Extreme Pinball,ps,1995,misc,electronic arts,0.18,0.12,0.0,0.02,0.32,1995-08-27 00:00:00,1995,8,august,27
5643,Shaun White Snowboarding,psp,2008,sports,ubisoft,0.26,0.03,0.0,0.03,0.32,2008-10-15 00:00:00,2008,10,october,15
5644,Karaoke Revolution Volume 3,ps2,2004,misc,konami digital entertainment,0.16,0.12,0.0,0.04,0.32,2004-05-13 00:00:00,2004,5,may,13
5645,Gold's Gym: Cardio Workout (Others sales),wii,2008,sports,ubisoft,0.0,0.3,0.0,0.02,0.32,2008-11-16 00:00:00,2008,11,november,16
5646,Seaman: Kindan no Pet - Gaze Hakushi no Jikken Shima,ps2,2001,simulation,ascii entertainment,0.0,0.0,0.32,0.0,0.32,2001-01-11 00:00:00,2001,1,january,11
5647,Street Fighter Alpha 2,sat,1995,fighting,virgin interactive,0.0,0.0,0.32,0.0,0.32,1995-04-22 00:00:00,1995,4,april,22
5648,No.1 Muscle Ranking - Kinniku Banzuke Vol. 1: Oregasaikyouno Otokoda!,ps,1999,sports,konami digital entertainment,0.0,0.0,0.3,0.02,0.32,1999-06-07 00:00:00,1999,6,june,7
5649,Cartoon Network Collection: Game Boy Advance Video Platinum Edition,gba,2005,misc,unknown,0.23,0.08,0.0,0.01,0.32,2005-08-25 00:00:00,2005,8,august,25
5650,Ultimate Fighting Championship: Throwdown,ps2,2002,fighting,ubisoft,0.16,0.12,0.0,0.04,0.32,2002-03-21 00:00:00,2002,3,march,21
5651,Marvel Nemesis: Rise of the Imperfects,psp,2005,fighting,electronic arts,0.29,0.0,0.0,0.03,0.32,2005-12-20 00:00:00,2005,12,december,20
5652,SpongeBob SquarePants: Double Pack,gba,2005,platform,thq,0.23,0.08,0.0,0.01,0.32,2005-01-22 00:00:00,2005,1,january,22
5653,Tetris 2 + Bombliss,nes,1991,puzzle,bps,0.0,0.0,0.32,0.0,0.32,1991-11-24 00:00:00,1991,11,november,24
5654,Harry Potter and the Half-Blood Prince,x360,2009,action,electronic arts,0.17,0.12,0.0,0.03,0.32,2009-01-26 00:00:00,2009,1,january,26
5655,Disney's Extreme Skate Adventure,ps2,2003,sports,activision,0.16,0.12,0.0,0.04,0.32,2003-04-08 00:00:00,2003,4,april,8
5656,Rock Band Country Track Pack,ps2,2009,misc,mtv games,0.16,0.12,0.0,0.04,0.32,2009-05-11 00:00:00,2009,5,may,11
5657,7 Wonders II,ds,2009,puzzle,rondomedia,0.14,0.15,0.0,0.03,0.32,2009-06-18 00:00:00,2009,6,june,18
5658,"Ed, Edd n Eddy: Jawbreakers!",gba,2002,adventure,bam! entertainment,0.23,0.08,0.0,0.01,0.32,2002-07-02 00:00:00,2002,7,july,2
5660,Frankenstein's Monster,2600,1982,action,data age,0.3,0.02,0.0,0.0,0.32,1982-06-18 00:00:00,1982,6,june,18
5661,Riven: The Sequel to Myst,ps,1997,adventure,acclaim entertainment,0.18,0.12,0.0,0.02,0.32,1997-11-22 00:00:00,1997,11,november,22
5662,Derby Stallion DS,ds,2008,sports,enterbrain,0.0,0.0,0.32,0.0,0.32,2008-08-18 00:00:00,2008,8,august,18
5663,Mirror's Edge Catalyst,ps4,2016,platform,electronic arts,0.1,0.14,0.02,0.06,0.32,2016-08-21 00:00:00,2016,8,august,21
5664,Manhunt 2,psp,2007,action,take-two interactive,0.04,0.18,0.0,0.1,0.32,2007-09-14 00:00:00,2007,9,september,14
5665,NBA 2K3,xb,2002,sports,sega,0.24,0.07,0.0,0.01,0.32,2002-04-11 00:00:00,2002,4,april,11
5666,Monster Lab,wii,2008,role-playing,eidos interactive,0.28,0.02,0.0,0.02,0.32,2008-05-27 00:00:00,2008,5,may,27
5667,Dragon Quest Monsters: Battle Road Victory,wii,2010,strategy,square enix,0.0,0.0,0.32,0.0,0.32,2010-03-03 00:00:00,2010,3,march,3
5668,Shin Momotarou Densetsu,snes,1993,role-playing,hudson soft,0.0,0.0,0.32,0.0,0.32,1993-10-11 00:00:00,1993,10,october,11
5669,From TV Animation One Piece: Grand Battle! 3,ps2,2003,fighting,namco bandai games,0.0,0.0,0.32,0.0,0.32,2003-03-16 00:00:00,2003,3,march,16
5670,Sega Smash Pack,gba,2002,misc,atari,0.23,0.08,0.0,0.01,0.32,2002-05-29 00:00:00,2002,5,may,29
5672,The Conveni: Ano Machi wo Dokusen Seyo,ps,1997,simulation,human entertainment,0.0,0.0,0.3,0.02,0.32,1997-07-12 00:00:00,1997,7,july,12
5673,Shin Super Robot Taisen Special Disk,ps,1997,strategy,banpresto,0.0,0.0,0.3,0.02,0.32,1997-02-26 00:00:00,1997,2,february,26
5674,Live A Live,snes,1994,role-playing,squaresoft,0.0,0.0,0.32,0.0,0.32,1994-10-06 00:00:00,1994,10,october,6
5675,NFL Fever 2004,xb,2003,sports,microsoft game studios,0.24,0.07,0.0,0.01,0.32,2003-09-14 00:00:00,2003,9,september,14
5676,Madden NFL 2002,gba,2001,sports,electronic arts,0.23,0.08,0.0,0.01,0.32,2001-12-09 00:00:00,2001,12,december,9
5677,UEFA Euro 2008 Austria-Switzerland,ps2,2008,sports,electronic arts,0.03,0.0,0.0,0.28,0.32,2008-02-16 00:00:00,2008,2,february,16
5678,Clive Barker's Jericho,x360,2007,shooter,codemasters,0.28,0.01,0.0,0.02,0.32,2007-04-03 00:00:00,2007,4,april,3
5679,Littlest Pet Shop: City Friends,ds,2009,simulation,electronic arts,0.29,0.0,0.0,0.02,0.32,2009-02-27 00:00:00,2009,2,february,27
5680,Kingdom Under Fire: The Crusaders,xb,2004,strategy,deep silver,0.24,0.07,0.0,0.01,0.32,2004-11-10 00:00:00,2004,11,november,10
5681,4x4 Evolution,ps2,2001,racing,gathering of developers,0.16,0.12,0.0,0.04,0.32,2001-01-09 00:00:00,2001,1,january,9
5682,Cabela's Dangerous Hunts 2011,x360,2010,sports,activision,0.28,0.01,0.0,0.02,0.32,2010-12-19 00:00:00,2010,12,december,19
5683,Momotarou Dentetsu Happy,snes,1996,misc,hudson soft,0.0,0.0,0.32,0.0,0.32,1996-07-19 00:00:00,1996,7,july,19
5684,Power Rangers: Time Force,ps,2001,action,thq,0.18,0.12,0.0,0.02,0.32,2001-06-03 00:00:00,2001,6,june,3
5685,Romance of the Three Kingdoms VII,ps2,2000,strategy,tecmo koei,0.08,0.06,0.16,0.02,0.32,2000-10-22 00:00:00,2000,10,october,22
5686,Shrek the Third,psp,2007,action,activision,0.08,0.15,0.0,0.09,0.32,2007-01-24 00:00:00,2007,1,january,24
5687,Catherine,x360,2011,adventure,deep silver,0.2,0.06,0.03,0.02,0.32,2011-09-09 00:00:00,2011,9,september,9
5688,BlazBlue: Continuum Shift,x360,2010,fighting,pqube,0.23,0.04,0.02,0.02,0.32,2010-03-20 00:00:00,2010,3,march,20
5689,"Monsters, Inc.",ps2,2002,adventure,sony computer entertainment,0.15,0.12,0.0,0.04,0.32,2002-06-19 00:00:00,2002,6,june,19
5690,DJ Hero,ps2,2009,misc,activision,0.1,0.02,0.0,0.2,0.32,2009-07-29 00:00:00,2009,7,july,29
5691,WipEout Pulse,psp,2007,racing,sony computer entertainment,0.13,0.12,0.0,0.06,0.32,2007-12-08 00:00:00,2007,12,december,8
5692,Quiz Magic Academy DS,ds,2008,misc,konami digital entertainment,0.0,0.0,0.32,0.0,0.32,2008-02-09 00:00:00,2008,2,february,9
5693,Just Dance 2016,xone,2015,misc,ubisoft,0.24,0.04,0.0,0.03,0.32,2015-08-23 00:00:00,2015,8,august,23
5694,Resident Evil Archives: Resident Evil,wii,2008,action,capcom,0.17,0.04,0.08,0.02,0.32,2008-12-07 00:00:00,2008,12,december,7
5695,Dynasty Warriors 4 Empires,ps2,2004,action,tecmo koei,0.0,0.0,0.32,0.0,0.32,2004-09-22 00:00:00,2004,9,september,22
5696,Shenmue II,xb,2002,adventure,microsoft game studios,0.22,0.08,0.0,0.01,0.32,2002-02-05 00:00:00,2002,2,february,5
5697,Heart of Darkness,ps,1998,platform,ocean,0.18,0.12,0.0,0.02,0.32,1998-11-16 00:00:00,1998,11,november,16
5698,LEGO Marvel's Avengers,ps3,2016,action,warner bros. interactive entertainment,0.1,0.17,0.0,0.05,0.32,2016-10-11 00:00:00,2016,10,october,11
5699,Virtua Striker 2,dc,1999,sports,sega,0.0,0.0,0.32,0.0,0.32,1999-10-01 00:00:00,1999,10,october,1
5700,Fable III,pc,2011,role-playing,microsoft game studios,0.09,0.17,0.0,0.05,0.32,2011-03-28 00:00:00,2011,3,march,28
5701,Dragon Ball: XenoVerse,xone,2015,fighting,namco bandai games,0.18,0.11,0.0,0.03,0.31,2015-11-02 00:00:00,2015,11,november,2
5702,Might & Magic Heroes VI,pc,2011,role-playing,ubisoft,0.12,0.14,0.0,0.05,0.31,2011-01-23 00:00:00,2011,1,january,23
5703,Fuel,x360,2009,racing,codemasters,0.09,0.19,0.0,0.04,0.31,2009-04-06 00:00:00,2009,4,april,6
5704,ExerBeat,wii,2010,sports,namco bandai games,0.1,0.18,0.0,0.03,0.31,2010-01-01 00:00:00,2010,1,january,1
5705,WarCraft II: The Dark Saga,ps,1997,strategy,electronic arts,0.18,0.12,0.0,0.02,0.31,1997-07-02 00:00:00,1997,7,july,2
5706,MonHun Nikki: Poka Poka Ailu Mura G,psp,2011,role-playing,capcom,0.0,0.0,0.31,0.0,0.31,2011-08-20 00:00:00,2011,8,august,20
5707,Crash Nitro Kart,xb,2003,racing,vivendi games,0.24,0.07,0.0,0.01,0.31,2003-04-29 00:00:00,2003,4,april,29
5708,Sesame Street: Cookie's Counting Carnival,wii,2010,misc,warner bros. interactive entertainment,0.29,0.0,0.0,0.02,0.31,2010-09-28 00:00:00,2010,9,september,28
5709,NBA ShootOut,ps,1995,sports,sony computer entertainment,0.17,0.12,0.0,0.02,0.31,1995-03-23 00:00:00,1995,3,march,23
5710,Fishing Master,wii,2007,misc,konami digital entertainment,0.29,0.0,0.0,0.02,0.31,2007-11-15 00:00:00,2007,11,november,15
5711,Phineas and Ferb Ride Again,ds,2010,action,disney interactive studios,0.25,0.04,0.0,0.02,0.31,2010-05-26 00:00:00,2010,5,may,26
5712,Jikkyou Powerful Pro Yakyuu 14,ps2,2007,sports,konami digital entertainment,0.0,0.0,0.31,0.0,0.31,2007-08-02 00:00:00,2007,8,august,2
5713,Contra 4,ds,2007,shooter,konami digital entertainment,0.28,0.0,0.01,0.02,0.31,2007-04-02 00:00:00,2007,4,april,2
5714,Madden NFL 2004,gba,2003,sports,electronic arts,0.22,0.08,0.0,0.01,0.31,2003-05-05 00:00:00,2003,5,may,5
5715,Sniper Elite 3,ps3,2014,shooter,505 games,0.1,0.15,0.0,0.06,0.31,2014-12-24 00:00:00,2014,12,december,24
5716,Ganbare Goemon: KiraKira Douchuu - Boku ga Dancer ni Natta Riyuu,snes,1995,platform,konami digital entertainment,0.0,0.0,0.31,0.0,0.31,1995-10-29 00:00:00,1995,10,october,29
5717,Bust-A-Move Universe,3ds,2011,puzzle,square enix,0.08,0.15,0.06,0.03,0.31,2011-01-10 00:00:00,2011,1,january,10
5718,Mario Golf,gb,1999,action,nintendo,0.0,0.0,0.31,0.0,0.31,1999-04-11 00:00:00,1999,4,april,11
5719,Jikkyou Powerful Pro Yakyuu Portable 3,psp,2008,sports,konami digital entertainment,0.0,0.0,0.31,0.0,0.31,2008-02-14 00:00:00,2008,2,february,14
5720,Sesame Street: Elmo's Letter Adventure,ps,1998,misc,newkidco,0.17,0.12,0.0,0.02,0.31,1998-11-21 00:00:00,1998,11,november,21
5721,The Incredible Hulk,wii,2008,action,sega,0.28,0.01,0.0,0.02,0.31,2008-05-31 00:00:00,2008,5,may,31
5722,Namco Museum: Virtual Arcade,x360,2008,misc,atari,0.27,0.01,0.01,0.02,0.31,2008-04-08 00:00:00,2008,4,april,8
5723,NBA Inside Drive 2003,xb,2002,sports,microsoft game studios,0.23,0.07,0.0,0.01,0.31,2002-12-06 00:00:00,2002,12,december,6
5724,FIFA Street,ps2,2005,sports,electronic arts,0.15,0.12,0.0,0.04,0.31,2005-05-24 00:00:00,2005,5,may,24
5725,Barbie as The Island Princess,ds,2007,adventure,activision,0.28,0.01,0.0,0.02,0.31,2007-03-10 00:00:00,2007,3,march,10
5726,Star Wars Episode III: Revenge of the Sith,ds,2005,action,ubisoft,0.25,0.03,0.0,0.03,0.31,2005-02-17 00:00:00,2005,2,february,17
5727,Hatsune Miku: Project Mirai DX,3ds,2015,misc,sega,0.15,0.04,0.1,0.02,0.31,2015-09-11 00:00:00,2015,9,september,11
5728,Dragon Ball Heroes: Ultimate Mission 2,3ds,2014,strategy,namco bandai games,0.0,0.0,0.31,0.0,0.31,2014-10-12 00:00:00,2014,10,october,12
5729,Shrek: Forever After,ds,2010,platform,activision,0.19,0.1,0.0,0.03,0.31,2010-04-24 00:00:00,2010,4,april,24
5730,MLB 07: The Show,ps3,2007,sports,sony computer entertainment,0.29,0.0,0.0,0.02,0.31,2007-03-30 00:00:00,2007,3,march,30
5731,Homefront: The Revolution,ps4,2016,shooter,deep silver,0.05,0.19,0.03,0.04,0.31,2016-08-06 00:00:00,2016,8,august,6
5732,Jampack: Summer 2003 (RP-M),ps2,2003,misc,sony computer entertainment,0.15,0.12,0.0,0.04,0.31,2003-09-07 00:00:00,2003,9,september,7
5733,Alone in the Dark: One-Eyed Jack's Revenge,ps,1996,adventure,infogrames,0.17,0.12,0.0,0.02,0.31,1996-06-25 00:00:00,1996,6,june,25
5734,Yu-Gi-Oh! The Dawn of Destiny,xb,2004,strategy,konami digital entertainment,0.23,0.07,0.0,0.01,0.31,2004-07-12 00:00:00,2004,7,july,12
5735,The Matrix: Path of Neo,xb,2005,action,atari,0.23,0.07,0.0,0.01,0.31,2005-02-03 00:00:00,2005,2,february,3
5736,Mortal Kombat: Shaolin Monks,xb,2005,action,midway games,0.23,0.07,0.0,0.01,0.31,2005-08-25 00:00:00,2005,8,august,25
5737,Happy Feet,ds,2006,action,midway games,0.27,0.01,0.0,0.02,0.31,2006-03-30 00:00:00,2006,3,march,30
5738,Einhänder,ps,1997,shooter,squaresoft,0.1,0.07,0.13,0.02,0.31,1997-04-13 00:00:00,1997,4,april,13
5739,Tiny Toon Adventures: The Great Beanstalk,ps,1998,misc,sony computer entertainment,0.17,0.12,0.0,0.02,0.31,1998-05-19 00:00:00,1998,5,may,19
5740,Foto Frenzy: Spot The Diffrence,ds,2009,puzzle,storm city games,0.29,0.0,0.0,0.02,0.31,2009-05-28 00:00:00,2009,5,may,28
5741,Metro: Last Light,xone,2014,action,deep silver,0.15,0.13,0.0,0.03,0.31,2014-08-17 00:00:00,2014,8,august,17
5742,Dark Void,x360,2010,action,capcom,0.19,0.09,0.0,0.03,0.31,2010-03-01 00:00:00,2010,3,march,1
5743,Pro Evolution Soccer 2013,x360,2012,sports,konami digital entertainment,0.08,0.2,0.0,0.03,0.31,2012-12-21 00:00:00,2012,12,december,21
5744,Armored Core: Silent Line,ps2,2003,simulation,agetec,0.07,0.06,0.16,0.02,0.31,2003-01-11 00:00:00,2003,1,january,11
5745,SD Gundam G Generation Wars,ps2,2009,strategy,namco bandai games,0.0,0.0,0.31,0.0,0.31,2009-03-22 00:00:00,2009,3,march,22
5746,Dr. Seuss: How the Grinch Stole Christmas,ds,2007,action,cokem interactive,0.29,0.0,0.0,0.02,0.31,2007-04-16 00:00:00,2007,4,april,16
5747,Panzer Dragoon II Zwei,sat,1995,shooter,sega,0.0,0.0,0.31,0.0,0.31,1995-04-28 00:00:00,1995,4,april,28
5748,KISS Pinball,ps,2001,action,take-two interactive,0.17,0.12,0.0,0.02,0.31,2001-08-09 00:00:00,2001,8,august,9
5749,Brothers In Arms: Earned in Blood,xb,2005,shooter,ubisoft,0.23,0.07,0.0,0.01,0.31,2005-05-29 00:00:00,2005,5,may,29
5750,2 Games in 1: Disney's Brother Bear / The Lion King 1 1/2,gba,2005,action,thq,0.22,0.08,0.0,0.01,0.31,2005-03-04 00:00:00,2005,3,march,4
5751,Super Robot Taisen Complete Box,ps,1999,strategy,banpresto,0.0,0.0,0.29,0.02,0.31,1999-12-12 00:00:00,1999,12,december,12
5752,Mega Man Maverick Hunter X,psp,2005,platform,capcom,0.27,0.01,0.0,0.03,0.31,2005-02-20 00:00:00,2005,2,february,20
5753,Cabela's Outdoor Adventures (2009),wii,2009,sports,activision value,0.29,0.0,0.0,0.02,0.31,2009-06-28 00:00:00,2009,6,june,28
5754,Lord of Arcana,psp,2010,role-playing,square enix,0.07,0.04,0.17,0.03,0.31,2010-07-01 00:00:00,2010,7,july,1
5755,Jikkyou Powerful Pro Yakyuu 4,n64,1997,sports,konami digital entertainment,0.0,0.0,0.26,0.05,0.31,1997-05-29 00:00:00,1997,5,may,29
5756,Goemon's Great Adventure,n64,1998,platform,konami digital entertainment,0.06,0.02,0.13,0.1,0.31,1998-11-02 00:00:00,1998,11,november,2
5757,Hot Wheels Turbo Racing,n64,1999,racing,electronic arts,0.25,0.06,0.0,0.0,0.31,1999-04-17 00:00:00,1999,4,april,17
5758,Vigilante 8,n64,1998,racing,activision,0.25,0.06,0.0,0.0,0.31,1998-09-26 00:00:00,1998,9,september,26
5759,Bass Hunter 64,n64,1999,sports,take-two interactive,0.25,0.06,0.0,0.0,0.31,1999-11-08 00:00:00,1999,11,november,8
5760,Doubutsu no Mori,n64,2001,simulation,nintendo,0.0,0.0,0.26,0.05,0.31,2001-02-08 00:00:00,2001,2,february,8
5761,Football Manager 2016,pc,2015,simulation,sega,0.0,0.29,0.0,0.02,0.31,2015-12-06 00:00:00,2015,12,december,6
5762,Naruto: Ninja Destiny (US sales),ds,2006,fighting,namco bandai games,0.31,0.0,0.0,0.0,0.31,2006-09-05 00:00:00,2006,9,september,5
5763,TRON: Evolution,x360,2010,action,disney interactive studios,0.24,0.05,0.0,0.02,0.31,2010-03-16 00:00:00,2010,3,march,16
5764,Disney Infinity 3.0,xone,2015,action,disney interactive studios,0.18,0.1,0.0,0.03,0.31,2015-03-26 00:00:00,2015,3,march,26
5765,Taiko Drum Master: Don and Katsu's Space-Time Great Adventure,3ds,2014,action,namco bandai games,0.0,0.0,0.31,0.0,0.31,2014-01-05 00:00:00,2014,1,january,5
5766,Calvin Tucker's Redneck Jamboree,wii,2008,misc,zoo games,0.29,0.0,0.0,0.02,0.31,2008-01-16 00:00:00,2008,1,january,16
5767,MySims SkyHeroes,wii,2010,action,electronic arts,0.18,0.1,0.0,0.03,0.31,2010-07-20 00:00:00,2010,7,july,20
5768,J-League Winning Eleven 2007: Club Championship,ps2,2007,sports,konami digital entertainment,0.0,0.0,0.31,0.0,0.31,2007-07-19 00:00:00,2007,7,july,19
5769,Shrek's Carnival Craze Party Games,wii,2008,misc,activision,0.28,0.0,0.0,0.02,0.31,2008-10-23 00:00:00,2008,10,october,23
5770,Harvest Moon: Magical Melody,wii,2008,simulation,rising star games,0.25,0.04,0.0,0.03,0.31,2008-04-02 00:00:00,2008,4,april,2
5772,Yu-Gi-Oh! 5D's World Championship 2010 Reverse of Arcadia,ds,2010,strategy,konami digital entertainment,0.18,0.02,0.09,0.02,0.31,2010-06-30 00:00:00,2010,6,june,30
5773,Mega Man Battle Network 2,gba,2002,action,ubisoft,0.22,0.08,0.0,0.01,0.31,2002-01-16 00:00:00,2002,1,january,16
5774,Little King's Story,wii,2009,strategy,rising star games,0.15,0.11,0.02,0.02,0.31,2009-11-10 00:00:00,2009,11,november,10
